BSC Star Number,RA,DEC,Mag
55,4.0583333333333345,76.95083333333332,6.35
56,4.090000000000001,43.59472222222224,6.15
57,4.037083333333334,-31.446388888888897,5.67
58,3.9800000000000004,-75.91138888888891,6.49
59,4.142083333333336,8.240000000000002,6.11
60,4.237916666666666,61.53333333333334,5.74
61,4.177083333333334,-20.210555555555555,6.47
62,4.287916666666668,47.947500000000005,5.89
63,4.272916666666668,38.68166666666667,4.61
64,4.2041666666666675,-78.78055555555554,6.77
65,4.429166666666668,51.43305555555556,6.14
66,4.385833333333336,-19.051111111111116,6.45
67,4.44875,1.688888888888889,6.17
68,4.582083333333334,36.785277777777786,4.52
69,4.571666666666667,11.205833333333334,6.05
70,4.675416666666668,43.791111111111114,6.11
71,4.659583333333334,31.517222222222227,5.87
72,4.674166666666666,-8.052777777777777,6.46
73,4.677500000000001,-43.2352777777778,6.33
74,4.857083333333333,-8.82388888888889,3.56
75,4.923333333333334,40.72972222222223,6.33
76,5.0216666666666665,48.86527777777778,6.52
77,5.017916666666668,-64.8747222222222,4.23
78,5.101666666666668,30.935833333333342,5.9
79,5.189583333333334,32.911388888888894,5.79
80,5.149583333333335,8.190277777777776,5.37
81,5.227083333333335,10.976944444444447,6.56
82,5.280416666666668,37.96861111111112,5.18
83,5.162500000000001,-69.62500000000001,5.51
84,5.380000000000002,-28.981666666666673,5.18
85,5.442916666666666,-20.057777777777787,5.12
86,5.606250000000001,13.4825,6.23
87,5.369166666666667,-77.42694444444444,5.97
88,5.715833333333334,-12.209444444444442,6.39
89,5.802500000000003,-31.03611111111112,6.55
90,6.008333333333335,38.57722222222224,7.39
91,6.065,52.02,5.57
92,0.0,0.0,0.0
93,6.197916666666667,61.83111111111114,5.4
94,6.123750000000002,-2.219166666666667,6.07
95,0.0,0.0,0.0
96,6.276666666666666,53.04694444444446,5.74
97,6.350833333333333,1.9397222222222226,5.77
98,6.437916666666669,-77.25416666666668,2.8
99,6.570833333333335,-42.30611111111112,2.39
100,6.550833333333336,-43.680000000000014,3.94
101,6.6558333333333355,-0.04972222222222222,6.19
102,6.811250000000003,-25.547222222222224,5.98
103,7.0120833333333366,17.89305555555556,5.06
104,7.057083333333335,44.39444444444444,5.17
105,6.982083333333335,-33.00722222222223,4.81
106,7.05291666666667,16.44500000000001,6.06
107,7.083750000000003,10.189722222222223,6.04
108,7.087916666666669,-20.334999999999997,6.43
109,7.110000000000001,-39.91500000000001,5.43
110,7.235833333333336,36.900000000000006,6.26
111,7.179583333333336,-50.532777777777795,6.26
112,7.72916666666667,77.01944444444449,6.21
113,7.582916666666668,59.97722222222223,5.94
114,7.5304166666666665,29.75166666666667,5.23
115,7.46625,-14.86416666666667,6.14
116,7.45375,-32.116666666666674,6.57
117,7.510000000000002,-3.9572222222222226,5.72
118,7.594583333333334,-23.78777777777778,5.19
119,7.615833333333335,-40.93944444444446,6.19
120,7.608750000000001,-48.21500000000002,5.69
121,7.855416666666667,66.51944444444447,6.18
122,7.856666666666668,33.58166666666669,5.87
123,7.943333333333337,54.52222222222225,4.73
124,7.92166666666667,52.83944444444446,5.6
125,7.854166666666669,-48.80361111111112,4.77
126,7.886250000000002,-62.95805555555556,4.37
127,7.890000000000002,-62.965833333333336,4.54
128,8.111666666666668,43.49472222222223,6.7
129,8.330416666666668,70.98166666666667,6.42
130,8.250000000000002,62.931666666666665,4.16
131,8.147916666666669,20.29444444444446,5.38
132,8.099166666666667,6.9555555555555575,5.67
133,8.14375,27.580555555555556,6.67
134,8.204583333333334,28.280277777777783,6.3
135,8.293333333333333,54.89500000000001,5.93
136,8.182500000000003,-63.03111111111113,5.09
137,8.603750000000002,66.75027777777781,6.48
138,8.421250000000004,-29.558333333333337,5.55
139,8.347083333333337,-71.26611111111113,6.13
140,8.615833333333338,-52.37305555555556,5.57
141,8.730416666666667,13.371111111111116,6.4
142,8.812083333333334,-3.592777777777779,5.2
143,8.886666666666667,-0.5055555555555556,5.93
144,9.034583333333334,54.16861111111113,5.08
145,8.977916666666669,13.206666666666667,6.41
146,9.113750000000001,60.32611111111112,5.79
147,8.921250000000004,-48.00083333333335,5.51
148,8.889166666666668,-54.82194444444446,6.06
149,9.083333333333332,27.254722222222224,6.5
150,9.012500000000003,-14.973611111111115,6.45
151,9.028750000000002,-22.842500000000005,6.06
152,9.19416666666667,44.48861111111112,5.13
153,9.242916666666668,53.89694444444446,3.66
154,9.22041666666667,33.71944444444445,4.36
155,9.197083333333335,15.231666666666673,5.89
156,9.280000000000005,24.01416666666667,6.47
157,9.337916666666668,35.39944444444444,5.48
158,9.947083333333335,82.49388888888892,6.4
159,9.336250000000003,-24.76722222222223,5.57
160,9.155833333333337,-65.1247222222222,6.42
161,9.377083333333337,3.135277777777779,6.39
162,9.325416666666667,-54.39416666666668,6.41
163,9.638750000000002,29.31166666666667,4.37
164,9.791250000000005,49.35444444444447,5.43
165,9.832083333333337,30.860833333333353,3.27
166,9.840833333333338,21.250555555555557,5.87
167,9.981666666666671,21.43833333333334,5.36
168,10.127083333333335,56.53722222222222,2.23
169,9.670000000000003,-73.13722222222225,6.85
170,9.991250000000003,-33.96166666666667,6.69
171,9.966666666666667,-44.796666666666674,6.01
172,10.119166666666668,-16.516944444444444,6.49
173,10.137083333333335,-23.80444444444445,6.14
174,10.176666666666671,-4.351944444444445,5.91
175,10.280000000000001,39.458611111111146,5.33
176,10.110000000000003,-59.45444444444447,5.89
177,10.514166666666666,66.14750000000001,5.83
178,10.400000000000002,24.629166666666677,6.04
179,10.516250000000001,50.51250000000001,4.8
180,10.331666666666667,-46.085,4.59
181,10.629583333333334,58.753333333333345,6.17
182,0.0,0.0,0.0
183,10.443333333333333,-56.50166666666667,5.7
184,10.867083333333333,47.02472222222222,4.94
185,10.678750000000003,-38.46333333333336,6.06
186,10.67416666666667,-60.2625,5.98
187,10.618333333333334,-65.46805555555558,5.39
188,10.897500000000003,-17.98666666666667,2.04
189,11.11,47.86416666666668,5.67
190,10.95916666666667,-12.01166666666667,6.02
191,10.838333333333336,-57.46305555555557,4.36
192,11.412500000000003,74.98805555555558,5.66
193,11.181250000000002,48.28444444444446,4.54
194,11.0475,-10.609444444444444,4.76
195,11.05041666666667,-38.42166666666668,5.9
196,11.32166666666667,55.22166666666669,5.42
197,11.185000000000004,-22.006111111111114,5.24
198,11.237916666666669,-42.67666666666667,5.94
199,11.134583333333335,-62.4977777777778,6.07
200,11.662500000000003,69.325,6.33
201,11.350416666666673,-4.629166666666669,6.15
202,11.250000000000004,-53.715000000000025,6.15
203,11.369583333333335,-12.880833333333337,6.15
204,11.562916666666672,55.30527777777779,6.52
205,11.545416666666672,44.8613888888889,6.05
206,11.423750000000004,-16.424166666666675,6.47
207,11.676666666666673,59.574444444444474,6.39
208,11.942083333333336,74.84750000000001,5.41
209,11.440000000000005,-47.55166666666666,5.8
210,11.549166666666672,-22.52194444444444,5.5
211,11.637500000000005,15.475555555555557,5.38
212,12.037916666666671,72.67500000000004,5.87
213,11.75625,11.973888888888888,5.5
214,11.806666666666667,19.578888888888898,6.13
215,11.834583333333333,24.267222222222227,4.06
216,11.848333333333334,6.7408333333333355,5.99
217,11.978333333333333,20.925277777777787,6.54
218,11.93041666666667,-18.0613888888889,5.7
219,12.275,57.81583333333333,3.44
220,12.004583333333334,-21.722499999999997,5.57
221,12.072500000000005,7.300000000000001,5.93
222,12.095833333333339,5.280555555555557,5.75
223,12.208750000000002,50.968333333333334,4.89
224,12.170833333333336,7.585000000000002,4.43
225,12.244583333333336,16.94055555555556,5.07
226,12.453333333333337,41.07888888888889,4.53
227,12.35666666666667,-13.561388888888892,5.59
228,12.307916666666667,-24.13638888888889,5.9
229,12.236250000000004,-46.69777777777778,6.27
230,12.47,27.710833333333348,7.0
231,12.471666666666668,27.710277777777783,7.1
232,12.38916666666667,-23.361666666666675,6.28
233,12.681666666666668,64.24750000000002,5.39
234,12.576250000000003,45.00222222222223,6.15
235,12.531666666666672,-10.644444444444447,5.19
236,12.147500000000003,-74.92333333333333,5.07
237,12.818333333333337,61.80583333333333,6.07
238,12.73916666666667,51.50805555555555,6.39
239,12.51541666666667,-43.39472222222223,6.48
240,13.721250000000005,83.70722222222224,5.62
241,12.890416666666669,51.57111111111114,6.21
242,12.671666666666669,-50.98694444444446,5.22
243,12.826250000000002,3.3850000000000007,6.37
244,13.267083333333337,61.124166666666675,4.82
245,12.967083333333338,-43.70916666666669,6.9
246,13.222500000000005,38.548611111111114,6.69
247,13.16916666666667,-24.00583333333333,5.46
248,13.252083333333335,-1.144166666666667,4.77
249,13.367500000000007,37.41805555555557,6.06
250,13.448333333333336,52.68916666666666,6.27
251,13.30166666666667,-24.77694444444445,6.46
252,13.101250000000007,-69.50444444444445,6.22
253,13.750416666666668,58.972777777777786,4.83
254,13.646666666666672,19.188333333333333,5.74
255,13.573333333333338,-8.740833333333335,6.16
256,13.771666666666668,48.678611111111124,6.27
257,13.407916666666669,-62.8713888888889,5.7
258,13.741666666666672,23.628333333333345,5.47
259,13.811250000000005,24.55694444444445,6.2
260,14.053750000000006,57.99666666666669,6.21
261,14.231666666666671,68.7761111111111,6.37
262,13.993750000000006,27.20944444444445,6.09
263,13.926666666666673,-7.347222222222223,5.85
264,14.177083333333337,60.716666666666676,2.47
265,14.165833333333337,59.181111111111136,4.63
266,14.196250000000004,60.3627777777778,5.55
267,14.006250000000005,-11.26666666666667,5.31
268,13.981250000000005,-27.77555555555556,6.1
269,14.18833333333334,38.49944444444445,3.87
270,13.751250000000002,-69.52694444444445,5.45
271,14.301666666666666,23.417500000000008,4.42
272,14.415416666666669,45.839722222222235,6.12
273,14.629583333333334,66.35222222222221,5.97
274,14.45916666666667,28.99222222222223,5.42
275,14.559166666666666,33.95083333333335,5.98
276,14.477083333333331,13.695833333333338,6.32
277,14.57875,21.40444444444444,6.37
278,15.129166666666672,70.98305555555555,6.39
279,14.682916666666666,-11.380000000000003,5.61
280,14.651666666666667,-29.357500000000012,4.31
281,14.593333333333335,-60.69638888888888,6.23
282,15.01416666666667,44.71111111111113,6.84
283,15.014999999999999,44.71333333333336,6.04
284,14.957083333333335,6.4830555555555565,6.11
285,17.186250000000005,86.25694444444447,4.25
286,23.460000000000008,89.01555555555558,6.46
287,15.576666666666673,51.03500000000001,6.47
288,15.326250000000003,-38.916666666666664,5.59
289,15.756250000000009,47.376111111111115,6.45
290,15.726250000000011,41.34500000000002,5.98
291,15.704583333333337,31.804444444444453,5.5
292,15.904166666666676,61.07500000000002,5.92
293,15.610000000000005,-31.551944444444445,5.5
294,15.73583333333334,7.890000000000001,4.28
295,15.50750000000001,-57.00250000000002,6.11
296,15.760833333333334,-4.836666666666667,5.43
297,16.08166666666667,61.5802777777778,5.84
298,16.010000000000005,52.502222222222215,5.99
299,15.705000000000005,-46.397499999999994,5.36
300,15.82333333333334,-29.525833333333335,6.29
301,15.95416666666667,1.3666666666666671,6.04
302,16.195000000000004,51.010000000000005,6.54
303,16.115000000000006,29.658611111111117,6.19
304,15.678749999999997,-65.45611111111113,6.21
305,16.151666666666674,39.99111111111114,6.72
306,19.05625,87.14527777777779,6.25
307,16.21916666666667,5.65638888888889,6.0
308,16.2725,14.946111111111115,5.68
309,16.59500000000001,62.76166666666669,6.54
310,16.420416666666664,21.473333333333343,5.34
311,16.423750000000005,21.465277777777782,5.56
312,17.301250000000007,80.01166666666667,6.29
313,16.455000000000005,4.908333333333335,6.35
314,16.464166666666667,4.909444444444446,7.25
315,16.403333333333336,-9.97916666666667,6.12
316,16.750833333333336,56.93500000000002,6.43
317,16.521250000000006,-9.839444444444448,5.58
318,16.78958333333334,53.49833333333335,6.38
319,16.64000000000001,12.956111111111113,6.12
320,16.53208333333334,-23.992500000000007,6.14
321,17.068333333333346,54.92027777777778,5.17
322,16.52083333333334,-46.71861111111112,3.31
323,16.610416666666676,-35.66083333333334,6.61
324,17.003750000000004,43.94194444444447,5.03
325,16.804583333333337,-23.99638888888889,6.37
326,17.13875000000001,58.26361111111112,5.79
327,17.00541666666667,32.01222222222222,6.25
328,16.988333333333337,20.73916666666667,5.55
329,16.94250000000001,-9.785555555555561,5.82
330,17.0925,5.649722222222221,5.52
331,16.949583333333344,-41.486944444444454,5.21
332,16.827916666666674,-61.7752777777778,5.37
333,18.06958333333334,79.67388888888892,5.64
334,17.14750000000001,-10.18222222222222,3.45
335,17.37583333333334,47.24194444444447,4.25
336,17.663750000000007,68.7786111111111,5.29
337,17.432916666666667,35.62055555555555,2.06
338,17.09625000000001,-55.24583333333335,3.92
339,17.455000000000005,19.658611111111114,5.55
340,17.578333333333347,42.0813888888889,5.65
341,17.580833333333345,25.457777777777782,5.8
342,17.856666666666673,64.20277777777783,5.55
343,17.775833333333345,55.149722222222216,4.33
344,17.547916666666676,15.674166666666673,6.06
345,17.92250000000001,65.01888888888891,5.57
346,17.55000000000001,-8.90611111111111,6.4
347,17.64000000000001,2.445555555555556,5.95
348,17.792916666666677,37.72416666666667,5.81
349,17.778333333333347,31.424722222222233,5.16
350,17.530833333333337,-57.69444444444444,6.41
351,17.863333333333344,21.03472222222222,4.66
352,17.915000000000006,30.089722222222232,4.51
353,17.931250000000013,-2.2511111111111117,5.94
354,18.291250000000005,61.70583333333335,6.41
355,18.14166666666668,45.3377777777778,6.11
356,18.24791666666667,30.064166666666676,6.19
357,19.12791666666666,79.91000000000005,6.26
358,18.09750000000001,-30.802222222222237,6.52
359,18.189166666666672,-37.85638888888889,5.92
360,18.437083333333337,24.58361111111112,4.65
361,18.432916666666667,7.575277777777779,5.24
362,18.43875,7.578333333333335,6.3
363,18.52083333333334,28.529722222222222,6.43
364,18.53166666666668,16.133611111111108,5.98
365,19.050416666666663,71.74388888888889,7.83
366,18.60000000000001,-7.923055555555557,5.13
367,18.676666666666677,6.995277777777778,6.03
368,18.705000000000013,-0.973888888888889,5.7
369,19.102083333333336,48.08222222222224,6.61
370,18.796249999999997,-45.5313888888889,4.96
371,19.078333333333337,33.114722222222234,6.02
372,19.271250000000002,44.90194444444445,6.34
373,19.15125,-2.5002777777777783,5.41
374,19.350416666666668,31.744722222222236,6.73
375,20.081249999999997,77.5705555555556,6.31
376,19.542500000000004,47.41972222222223,6.25
377,18.942083333333333,-68.8761111111111,4.86
378,19.449999999999992,3.614444444444444,5.16
379,19.69583333333333,37.386111111111106,6.46
380,19.264999999999993,-66.3980555555556,6.24
381,20.496250000000007,76.2388888888889,6.38
382,20.020416666666673,58.23166666666669,4.98
383,19.866666666666664,27.264166666666668,4.76
384,20.271666666666675,64.65833333333336,6.34
385,19.951249999999995,-0.508888888888889,5.87
386,20.945000000000004,78.72583333333337,6.07
387,20.143749999999997,-3.246944444444446,6.23
388,20.115833333333335,-11.238888888888894,6.15
389,20.280833333333334,28.738055555555565,5.23
390,20.585000000000004,45.52888888888889,4.88
391,20.84,58.14305555555557,6.45
392,20.654166666666672,1.7263888888888894,6.2
393,20.645,-0.44972222222222247,6.49
394,20.627083333333335,-19.081388888888885,6.35
395,20.91916666666667,37.71500000000002,5.58
396,20.90625,34.245833333333344,6.29
397,20.853750000000005,20.4688888888889,5.97
398,21.443750000000005,70.98000000000002,6.49
399,21.48333333333334,68.13,4.74
400,20.879166666666674,-30.94555555555556,5.84
401,21.01041666666667,-8.007500000000004,6.21
402,21.00583333333334,-8.183333333333334,3.6
403,21.454166666666666,60.235277777777796,2.68
404,21.085833333333337,-6.914722222222225,5.91
405,21.165833333333342,-15.660277777777784,6.14
406,21.202916666666667,-2.8486111111111123,6.15
407,21.398750000000007,23.511666666666677,6.18
408,21.170000000000005,-41.492500000000014,5.42
409,21.577500000000008,43.45777777777781,5.96
410,21.536250000000003,34.579722222222244,6.31
411,21.17458333333333,-44.52833333333334,6.26
412,21.405,-14.598888888888892,4.9
413,21.563750000000006,19.172222222222228,5.38
414,21.673750000000002,19.240277777777788,5.5
415,21.77583333333334,34.37750000000001,6.27
416,21.61375,-0.3986111111111112,6.41
417,21.914166666666674,45.40666666666668,4.83
418,21.860833333333346,41.100555555555566,6.46
419,21.72291666666667,3.5352777777777784,6.58
420,21.272083333333335,-64.36944444444447,5.93
421,21.715000000000007,-13.056666666666668,5.66
422,21.945833333333333,40.335555555555565,6.6
423,21.74208333333334,-32.54305555555557,5.79
424,37.952916666666674,89.26416666666671,2.02
425,21.94416666666668,-10.901666666666667,6.13
426,22.09541666666667,7.961388888888892,6.2
427,22.807500000000005,70.26472222222226,5.81
428,22.717916666666678,66.09805555555558,6.14
429,22.091250000000006,-43.31833333333334,3.41
430,22.525833333333342,47.00722222222223,5.27
431,22.180416666666673,-33.763611111111125,6.58
432,22.470416666666672,18.35555555555556,6.02
433,22.40041666666667,-21.629444444444456,5.12
434,22.546250000000004,6.143888888888891,4.84
435,22.37666666666667,-46.7563888888889,6.31
436,22.59541666666667,-26.207777777777785,5.93
437,22.870833333333337,15.345833333333337,3.62
438,23.031666666666677,34.8,6.39
439,23.357500000000012,58.32750000000001,5.7
440,22.81291666666667,-49.0727777777778,3.95
441,22.93041666666667,-30.283333333333342,5.82
442,23.48291666666667,59.23194444444446,4.71
443,22.91291666666668,-45.57555555555558,6.17
444,23.264583333333345,-9.014722222222224,6.59
445,23.233333333333338,-36.86527777777778,5.51
446,23.569166666666675,37.23722222222222,5.88
447,23.151250000000005,-49.72777777777778,6.28
448,23.428750000000004,-7.025277777777778,5.76
449,24.343750000000014,74.30083333333336,6.58
450,23.70458333333334,18.46055555555555,5.89
451,23.657500000000006,-15.676111111111112,5.63
452,23.968750000000007,41.076388888888914,6.38
453,23.71125,-31.892222222222227,6.12
454,24.113333333333337,48.72277777777779,5.92
455,23.943333333333342,14.66138888888889,6.22
456,24.62875,73.03999999999999,5.28
457,23.978333333333342,17.43361111111112,5.8
458,24.199166666666667,41.40555555555557,4.09
459,23.995833333333348,-15.400277777777783,5.42
460,23.813333333333343,-58.13944444444445,6.01
461,24.531666666666673,57.977500000000006,5.56
462,24.035,-29.907500000000002,5.69
463,24.274583333333347,12.141666666666671,5.57
464,24.498333333333342,48.62833333333333,3.57
465,24.63208333333333,45.40000000000001,6.36
466,24.407083333333347,-9.403888888888892,6.24
467,23.413333333333338,-78.50472222222224,6.11
468,24.186666666666667,-58.270833333333336,6.18
469,24.837500000000006,44.38611111111111,4.98
470,25.05458333333333,53.868333333333354,6.39
471,24.614166666666666,-36.528333333333336,5.94
472,24.428750000000008,-57.23666666666668,0.46
473,24.715833333333332,-21.27527777777778,5.58
474,24.708333333333332,-25.021944444444454,6.7
475,24.920000000000012,16.405833333333327,5.97
476,25.165833333333335,43.297777777777796,5.61
477,25.144999999999996,40.57694444444447,4.94
478,25.585416666666678,68.04305555555557,5.59
479,24.70083333333334,-53.4388888888889,6.84
480,25.73291666666667,70.62250000000002,5.18
481,25.5125,61.038333333333355,6.71
482,25.574166666666663,58.62777777777779,6.37
483,25.446666666666665,42.61361111111112,4.95
484,25.32666666666667,25.74583333333334,6.17
485,25.41333333333333,30.047222222222228,5.99
486,24.94750000000001,-56.19805555555556,5.87
487,24.949166666666674,-56.19472222222223,5.76
488,25.743333333333343,61.42166666666668,6.34
489,25.35791666666667,5.4875000000000025,4.44
490,25.514583333333338,35.245555555555555,5.64
491,25.83208333333334,60.55111111111112,5.78
492,25.436249999999998,-11.324722222222224,5.75
493,25.624166666666664,20.26861111111111,5.24
494,25.363749999999996,-38.13305555555556,6.17
495,25.81875,45.32222222222223,6.34
496,25.915000000000003,50.68861111111111,4.07
497,25.535833333333336,-32.32694444444446,5.25
498,25.5125,-36.83250000000001,5.72
499,26.074583333333337,57.53638888888891,6.21
500,25.68125000000001,-3.6902777777777787,4.99
501,25.421250000000004,-50.03888888888892,6.64
502,26.19208333333334,57.089166666666664,6.25
503,25.958333333333332,32.19166666666667,6.34
504,26.110416666666673,46.13972222222222,6.35
505,25.45,-60.78944444444445,5.71
506,25.62208333333334,-53.74055555555556,5.52
507,25.978333333333335,-4.765555555555558,6.19
508,26.2325,20.08305555555556,6.27
509,26.01708333333334,-15.937500000000004,3.5
510,26.348333333333333,9.157777777777783,4.26
511,26.93666666666667,63.85222222222222,5.63
512,24.48166666666668,-82.97500000000002,5.87
513,26.497083333333336,-5.733333333333335,5.34
514,26.411666666666672,-25.052500000000016,5.31
515,26.647083333333338,17.41305555555555,6.55
516,25.33875,-79.14833333333334,6.33
517,26.50416666666667,-27.349166666666672,6.39
518,26.950000000000003,46.22972222222224,6.32
519,26.52416666666667,-50.81638888888888,5.49
520,26.52625,-53.521944444444465,5.04
521,27.16208333333334,37.95277777777778,5.94
522,27.04541666666667,16.955555555555556,5.84
523,27.173333333333336,32.690277777777766,5.79
524,26.819999999999997,-41.76000000000002,6.18
525,24.366666666666674,-84.7697222222222,5.69
526,27.31541666666667,47.89694444444445,5.82
527,27.108333333333338,3.6855555555555566,5.91
528,26.94916666666667,-37.15972222222224,6.32
529,27.73791666666668,51.93333333333335,5.9
530,27.53541666666667,22.275277777777784,5.86
531,27.396250000000002,-10.68638888888889,4.67
532,27.331249999999997,-31.072777777777773,6.34
533,27.99708333333334,55.14750000000001,5.52
534,27.716666666666683,11.043333333333337,5.94
535,27.453333333333337,-38.40388888888889,6.37
536,28.03916666666667,50.79277777777778,5.79
537,27.584166666666672,-47.81638888888888,6.14
538,28.211666666666673,51.47472222222223,6.26
539,27.865000000000013,-10.335,3.73
540,28.45208333333334,55.59805555555557,6.45
541,27.72708333333334,-50.20611111111112,5.94
542,28.598750000000003,63.669999999999995,3.38
543,28.322083333333342,40.72972222222223,5.4
544,28.270416666666684,29.578888888888894,3.41
545,28.382500000000007,19.295833333333345,4.83
546,28.382500000000007,19.293611111111115,4.75
547,28.217083333333335,-16.929166666666674,5.8
548,29.00000000000001,68.68527777777777,4.99
549,28.38875000000001,3.1875,4.62
550,26.943750000000005,-80.17666666666669,6.06
551,28.724166666666676,40.701944444444464,6.24
552,28.739583333333336,37.12833333333334,6.26
553,28.660000000000004,20.808055555555562,2.64
554,28.346666666666682,-38.59472222222224,6.1
555,28.411666666666676,-46.302500000000016,4.41
556,28.976666666666674,37.27777777777777,5.89
557,29.038750000000014,37.251666666666665,5.67
558,28.591666666666672,-42.496944444444445,5.11
559,28.962500000000013,23.577222222222225,5.74
560,28.974166666666672,1.849722222222223,6.01
561,29.638750000000012,61.69805555555555,6.02
562,29.485,41.694444444444436,6.78
563,29.33791666666667,17.817499999999995,5.1
564,29.4325,27.804444444444453,5.82
565,29.167500000000004,-22.52694444444444,4.85
566,28.989583333333336,-51.6088888888889,3.7
567,29.908333333333342,64.6213888888889,5.26
568,29.640000000000015,49.20416666666667,5.69
569,29.482083333333335,23.596111111111117,4.79
570,28.73375,-67.64722222222221,4.69
571,28.94333333333334,-60.861388888888904,6.06
572,30.738333333333347,77.91638888888892,6.04
573,29.25041666666667,-51.76611111111114,6.1
574,29.29166666666666,-47.38499999999999,4.83
575,30.489166666666662,70.90694444444448,4.54
576,29.61125000000001,-33.06666666666668,6.35
577,29.898750000000003,21.05833333333334,5.87
578,29.857916666666668,12.294722222222223,6.09
579,30.793750000000006,73.8505555555556,6.23
580,30.85874999999999,72.42138888888893,3.98
581,31.280833333333334,77.28138888888891,5.38
582,30.038333333333334,3.0972222222222223,5.88
583,29.942083333333333,-20.824444444444445,5.41
584,29.473333333333336,-65.42472222222223,6.37
585,30.001250000000017,-21.077777777777786,4.0
586,30.71958333333333,64.90138888888893,6.0
587,30.112083333333334,-8.523611111111114,5.51
588,29.911666666666672,-42.030555555555566,5.57
589,30.751250000000002,64.39000000000001,5.58
590,30.57541666666667,54.487500000000004,5.04
591,29.692500000000017,-61.56972222222226,2.86
592,31.380000000000003,76.115,5.22
593,28.960416666666674,-78.34833333333334,6.16
594,30.31124999999999,-30.001666666666665,5.35
595,30.51166666666668,2.763611111111113,5.23
596,30.51166666666668,2.763611111111113,4.33
597,32.35541666666667,81.29583333333333,6.05
598,31.167083333333345,65.10333333333334,6.52
599,30.741666666666664,33.283888888888896,5.5
600,29.921250000000004,-66.0663888888889,6.1
601,30.646666666666672,13.47666666666667,5.94
602,30.42666666666666,-44.71361111111112,5.14
603,30.974999999999994,42.32972222222223,2.26
604,30.977916666666662,42.33083333333333,4.84
605,30.913749999999997,25.93555555555556,5.63
606,30.617083333333348,-29.665000000000013,6.42
607,30.798750000000005,0.12833333333333335,5.43
608,30.74416666666668,-15.305833333333336,5.86
609,30.92749999999999,18.253333333333334,6.21
610,30.950833333333332,-0.3402777777777778,5.93
611,30.918749999999992,-4.1036111111111095,5.62
612,31.122500000000024,-29.296944444444456,4.69
613,31.64125000000001,22.648333333333337,5.03
614,31.55125000000001,8.247500000000004,6.31
615,31.705000000000005,25.70472222222223,6.15
616,31.62208333333335,0.03500000000000001,6.28
617,31.793333333333337,23.462500000000002,2.0
618,32.16875000000001,58.42361111111111,5.67
619,32.14000000000001,44.459444444444465,6.42
620,32.12208333333334,37.85916666666668,4.82
621,32.5325,53.84305555555557,6.31
622,32.38583333333334,34.98722222222223,3.0
623,32.35541666666667,25.93972222222223,4.98
624,32.346250000000005,17.224444444444444,6.43
625,32.190416666666685,-17.77944444444445,6.1
626,33.338333333333345,74.02777777777781,6.29
627,32.87083333333333,57.64583333333335,6.36
628,32.720000000000006,39.03944444444446,5.63
